hit_id,hit_symbol,input_id,input_symbol,functional_sim_score,functional_sim_rank,phenotype_sim_score,phenotype_sim_rank,num_protein_interactions
HGNC:17008,TOPBP1,HGNC:25009,UBE2T,,,,,1.0
HGNC:17008,TOPBP1,HGNC:3583,FANCB,,,,,1.0
HGNC:17008,TOPBP1,HGNC:3584,FANCC,,,,,1.0
HGNC:3436,ERCC4,HGNC:3586,FANCE,,,,,1.0
HGNC:3436,ERCC4,HGNC:3582,FANCA,,,,,1.0
HGNC:3436,ERCC4,HGNC:3583,FANCB,,,,,1.0
HGNC:3436,ERCC4,HGNC:23168,FANCM,,,,,1.0
HGNC:3436,ERCC4,HGNC:25009,UBE2T,,,,,1.0
HGNC:3436,ERCC4,HGNC:3588,FANCG,,,,,1.0
HGNC:3436,ERCC4,HGNC:3584,FANCC,,,,,1.0
HGNC:3436,ERCC4,HGNC:23845,SLX4,,,,,1.0
HGNC:3436,ERCC4,HGNC:20748,FANCL,,,,,1.0
HGNC:3436,ERCC4,HGNC:3585,FANCD2,,,,,1.0
HGNC:3436,ERCC4,HGNC:25568,FANCI,,,,,1.0
HGNC:3436,ERCC4,HGNC:3587,FANCF,,,,,1.0
HGNC:3436,ERCC4,HGNC:9820,RAD51C,,,,,1.0
HGNC:3436,ERCC4,HGNC:20473,BRIP1,,,,,1.0
HGNC:30914,WDR48,HGNC:3586,FANCE,,,,,1.0
HGNC:30914,WDR48,HGNC:9817,RAD51,,,,,1.0
HGNC:30914,WDR48,HGNC:3436,ERCC4,,,,,1.0
HGNC:30914,WDR48,HGNC:3583,FANCB,,,,,1.0
HGNC:30914,WDR48,HGNC:23168,FANCM,,,,,1.0
HGNC:30914,WDR48,HGNC:23845,SLX4,,,,,1.0
HGNC:30914,WDR48,HGNC:3585,FANCD2,,,,,1.0
HGNC:30914,WDR48,HGNC:3588,FANCG,,,,,1.0
HGNC:30914,WDR48,HGNC:25568,FANCI,,,,,1.0
HGNC:30914,WDR48,HGNC:3587,FANCF,,,,,1.0
HGNC:30914,WDR48,HGNC:3584,FANCC,,,,,1.0
HGNC:30914,WDR48,HGNC:3582,FANCA,,,,,1.0
HGNC:30914,WDR48,HGNC:1100,BRCA1,,,,,1.0
HGNC:30914,WDR48,HGNC:20748,FANCL,,,,,1.0
HGNC:1925,CHEK1,HGNC:3584,FANCC,,,,,1.0
HGNC:1925,CHEK1,HGNC:20748,FANCL,,,,,1.0
HGNC:1925,CHEK1,HGNC:25568,FANCI,,,,,1.0
HGNC:1925,CHEK1,HGNC:3585,FANCD2,,,,,1.0
HGNC:1925,CHEK1,HGNC:3582,FANCA,,,,,1.0
HGNC:1925,CHEK1,HGNC:3586,FANCE,,,,,1.0
HGNC:1925,CHEK1,HGNC:23168,FANCM,,,,,1.0
HGNC:1925,CHEK1,HGNC:25009,UBE2T,,,,,1.0
HGNC:1925,CHEK1,HGNC:9817,RAD51,,,,,1.0
HGNC:1925,CHEK1,HGNC:3583,FANCB,,,,,1.0
HGNC:1925,CHEK1,HGNC:20473,BRIP1,,,,,1.0
HGNC:1925,CHEK1,HGNC:3587,FANCF,,,,,1.0
HGNC:1925,CHEK1,HGNC:3588,FANCG,,,,,1.0
HGNC:29170,FAN1,HGNC:3584,FANCC,,,,,1.0
HGNC:29170,FAN1,HGNC:20748,FANCL,,,,,1.0
HGNC:29170,FAN1,HGNC:3586,FANCE,,,,,1.0
HGNC:29170,FAN1,HGNC:25009,UBE2T,,,,,1.0
HGNC:29170,FAN1,HGNC:3583,FANCB,,,,,1.0
HGNC:29170,FAN1,HGNC:25568,FANCI,,,,,1.0
HGNC:29170,FAN1,HGNC:3436,ERCC4,,,,,1.0
HGNC:29170,FAN1,HGNC:23168,FANCM,,,,,1.0
HGNC:29170,FAN1,HGNC:3587,FANCF,,,,,1.0
HGNC:29170,FAN1,HGNC:3585,FANCD2,,,,,1.0
HGNC:29170,FAN1,HGNC:3588,FANCG,,,,,1.0
HGNC:29170,FAN1,HGNC:3582,FANCA,,,,,1.0
HGNC:29170,FAN1,HGNC:23845,SLX4,,,,,1.0
HGNC:25764,RMI1,HGNC:26144,PALB2,,,,,1.0
HGNC:25764,RMI1,HGNC:9820,RAD51C,,,,,1.0
HGNC:25764,RMI1,HGNC:3586,FANCE,,,,,1.0
HGNC:25764,RMI1,HGNC:12829,XRCC2,,,,,1.0
HGNC:25764,RMI1,HGNC:25009,UBE2T,,,,,1.0
HGNC:25764,RMI1,HGNC:3583,FANCB,,,,,1.0
HGNC:25764,RMI1,HGNC:3587,FANCF,,,,,1.0
HGNC:25764,RMI1,HGNC:23845,SLX4,,,,,1.0
HGNC:25764,RMI1,HGNC:3584,FANCC,,,,,1.0
HGNC:25764,RMI1,HGNC:20748,FANCL,,,,,1.0
HGNC:25764,RMI1,HGNC:23168,FANCM,,,,,1.0
HGNC:25764,RMI1,HGNC:20473,BRIP1,,,,,1.0
HGNC:25764,RMI1,HGNC:3588,FANCG,,,,,1.0
HGNC:10417,RPS27A,HGNC:3584,FANCC,,,,,1.0
HGNC:10417,RPS27A,HGNC:20748,FANCL,,,,,1.0
HGNC:10417,RPS27A,HGNC:3586,FANCE,,,,,1.0
HGNC:10417,RPS27A,HGNC:9820,RAD51C,,,,,1.0
HGNC:10417,RPS27A,HGNC:3587,FANCF,,,,,1.0
HGNC:10417,RPS27A,HGNC:12829,XRCC2,,,,,1.0
HGNC:10417,RPS27A,HGNC:20473,BRIP1,,,,,1.0
HGNC:10417,RPS27A,HGNC:3583,FANCB,,,,,1.0
HGNC:10417,RPS27A,HGNC:23845,SLX4,,,,,1.0
HGNC:10417,RPS27A,HGNC:3588,FANCG,,,,,1.0
HGNC:10417,RPS27A,HGNC:23168,FANCM,,,,,1.0
HGNC:10417,RPS27A,HGNC:25009,UBE2T,,,,,1.0
HGNC:10417,RPS27A,HGNC:26144,PALB2,,,,,1.0
HGNC:12458,UBA52,HGNC:3587,FANCF,,,,,1.0
HGNC:12458,UBA52,HGNC:3588,FANCG,,,,,1.0
HGNC:12458,UBA52,HGNC:3586,FANCE,,,,,1.0
HGNC:12458,UBA52,HGNC:3584,FANCC,,,,,1.0
HGNC:12458,UBA52,HGNC:9820,RAD51C,,,,,1.0
HGNC:12458,UBA52,HGNC:26144,PALB2,,,,,1.0
HGNC:12458,UBA52,HGNC:12829,XRCC2,,,,,1.0
HGNC:12458,UBA52,HGNC:20473,BRIP1,,,,,1.0
HGNC:12458,UBA52,HGNC:20748,FANCL,,,,,1.0
HGNC:12458,UBA52,HGNC:3583,FANCB,,,,,1.0
HGNC:12458,UBA52,HGNC:25009,UBE2T,,,,,1.0
HGNC:12458,UBA52,HGNC:23845,SLX4,,,,,1.0
HGNC:12458,UBA52,HGNC:23168,FANCM,,,,,1.0
HGNC:12468,UBC,HGNC:25009,UBE2T,,,,,1.0
HGNC:12468,UBC,HGNC:3586,FANCE,,,,,1.0
HGNC:12468,UBC,HGNC:12829,XRCC2,,,,,1.0
HGNC:12468,UBC,HGNC:23845,SLX4,,,,,1.0
HGNC:12468,UBC,HGNC:20748,FANCL,,,,,1.0
HGNC:12468,UBC,HGNC:3588,FANCG,,,,,1.0
HGNC:12468,UBC,HGNC:23168,FANCM,,,,,1.0
HGNC:12468,UBC,HGNC:26144,PALB2,,,,,1.0
HGNC:12468,UBC,HGNC:20473,BRIP1,,,,,1.0
HGNC:12468,UBC,HGNC:9820,RAD51C,,,,,1.0
HGNC:12468,UBC,HGNC:3584,FANCC,,,,,1.0
HGNC:12468,UBC,HGNC:3587,FANCF,,,,,1.0
HGNC:12468,UBC,HGNC:3583,FANCB,,,,,1.0
HGNC:795,ATM,HGNC:9820,RAD51C,,,,,1.0
HGNC:795,ATM,HGNC:23845,SLX4,,,,,1.0
HGNC:795,ATM,HGNC:20473,BRIP1,,,,,1.0
HGNC:795,ATM,HGNC:3436,ERCC4,,,,,1.0
HGNC:795,ATM,HGNC:25568,FANCI,,,,,1.0
HGNC:795,ATM,HGNC:9817,RAD51,,,,,1.0
HGNC:795,ATM,HGNC:1101,BRCA2,,,,,1.0
HGNC:795,ATM,HGNC:23168,FANCM,,,,,1.0
HGNC:795,ATM,HGNC:3585,FANCD2,,,,,1.0
HGNC:795,ATM,HGNC:12829,XRCC2,,,,,1.0
HGNC:795,ATM,HGNC:26144,PALB2,,,,,1.0
HGNC:795,ATM,HGNC:1100,BRCA1,,,,,1.0
HGNC:17641,DCLRE1B,HGNC:20748,FANCL,,,,,1.0
HGNC:17641,DCLRE1B,HGNC:3585,FANCD2,,,,,1.0
HGNC:17641,DCLRE1B,HGNC:3436,ERCC4,,,,,1.0
HGNC:17641,DCLRE1B,HGNC:3588,FANCG,,,,,1.0
HGNC:17641,DCLRE1B,HGNC:3583,FANCB,,,,,1.0
HGNC:17641,DCLRE1B,HGNC:3584,FANCC,,,,,1.0
HGNC:17641,DCLRE1B,HGNC:3582,FANCA,,,,,1.0
HGNC:17641,DCLRE1B,HGNC:25009,UBE2T,,,,,1.0
HGNC:17641,DCLRE1B,HGNC:23168,FANCM,,,,,1.0
HGNC:17641,DCLRE1B,HGNC:23845,SLX4,,,,,1.0
HGNC:17641,DCLRE1B,HGNC:3587,FANCF,,,,,1.0
HGNC:17641,DCLRE1B,HGNC:3586,FANCE,,,,,1.0
HGNC:5309,HUS1,HGNC:3583,FANCB,,,,,1.0
HGNC:5309,HUS1,HGNC:9817,RAD51,,,,,1.0
HGNC:5309,HUS1,HGNC:3588,FANCG,,,,,1.0
HGNC:5309,HUS1,HGNC:20748,FANCL,,,,,1.0
HGNC:5309,HUS1,HGNC:25009,UBE2T,,,,,1.0
HGNC:5309,HUS1,HGNC:9820,RAD51C,,,,,1.0
HGNC:5309,HUS1,HGNC:3587,FANCF,,,,,1.0
HGNC:5309,HUS1,HGNC:20473,BRIP1,,,,,1.0
HGNC:5309,HUS1,HGNC:3586,FANCE,,,,,1.0
HGNC:5309,HUS1,HGNC:3584,FANCC,,,,,1.0
HGNC:5309,HUS1,HGNC:3582,FANCA,,,,,1.0
HGNC:5309,HUS1,HGNC:12829,XRCC2,,,,,1.0
HGNC:18870,POLN,HGNC:20473,BRIP1,,,,,1.0
HGNC:18870,POLN,HGNC:3584,FANCC,,,,,1.0
HGNC:18870,POLN,HGNC:26144,PALB2,,,,,1.0
HGNC:18870,POLN,HGNC:23168,FANCM,,,,,1.0
HGNC:18870,POLN,HGNC:3582,FANCA,,,,,1.0
HGNC:18870,POLN,HGNC:3583,FANCB,,,,,1.0
HGNC:18870,POLN,HGNC:3586,FANCE,,,,,1.0
HGNC:18870,POLN,HGNC:3587,FANCF,,,,,1.0
HGNC:18870,POLN,HGNC:20748,FANCL,,,,,1.0
HGNC:18870,POLN,HGNC:9817,RAD51,,,,,1.0
HGNC:18870,POLN,HGNC:3588,FANCG,,,,,1.0
HGNC:18870,POLN,HGNC:23845,SLX4,,,,,1.0
HGNC:20473,BRIP1,HGNC:26144,PALB2,,,,,1.0
HGNC:20473,BRIP1,HGNC:3585,FANCD2,,,,,1.0
HGNC:20473,BRIP1,HGNC:23168,FANCM,,,,,1.0
HGNC:20473,BRIP1,HGNC:25568,FANCI,,,,,1.0
HGNC:20473,BRIP1,HGNC:3582,FANCA,,,,,1.0
HGNC:20473,BRIP1,HGNC:23845,SLX4,,,,,1.0
HGNC:20473,BRIP1,HGNC:3583,FANCB,,,,,1.0
HGNC:20473,BRIP1,HGNC:9820,RAD51C,,,,,1.0
HGNC:20473,BRIP1,HGNC:1101,BRCA2,,,,,1.0
HGNC:20473,BRIP1,HGNC:3436,ERCC4,,,,,1.0
HGNC:20473,BRIP1,HGNC:12829,XRCC2,,,,,1.0
HGNC:2939,DNA2,HGNC:9817,RAD51,,,,,1.0
HGNC:2939,DNA2,HGNC:1100,BRCA1,,,,,1.0
HGNC:2939,DNA2,HGNC:23845,SLX4,,,,,1.0
HGNC:2939,DNA2,HGNC:1101,BRCA2,,,,,1.0
HGNC:2939,DNA2,HGNC:3436,ERCC4,,,,,1.0
HGNC:2939,DNA2,HGNC:26144,PALB2,,,,,1.0
HGNC:2939,DNA2,HGNC:23168,FANCM,,,,,1.0
HGNC:2939,DNA2,HGNC:20473,BRIP1,,,,,1.0
HGNC:2939,DNA2,HGNC:3585,FANCD2,,,,,1.0
HGNC:2939,DNA2,HGNC:12829,XRCC2,,,,,1.0
HGNC:2939,DNA2,HGNC:9820,RAD51C,,,,,1.0
HGNC:38843,CENPS-CORT,HGNC:25009,UBE2T,,,,,1.0
HGNC:38843,CENPS-CORT,HGNC:23168,FANCM,,,,,1.0
HGNC:38843,CENPS-CORT,HGNC:3587,FANCF,,,,,1.0
HGNC:38843,CENPS-CORT,HGNC:23845,SLX4,,,,,1.0
HGNC:38843,CENPS-CORT,HGNC:3582,FANCA,,,,,1.0
HGNC:38843,CENPS-CORT,HGNC:3586,FANCE,,,,,1.0
HGNC:38843,CENPS-CORT,HGNC:3584,FANCC,,,,,1.0
HGNC:38843,CENPS-CORT,HGNC:3588,FANCG,,,,,1.0
HGNC:38843,CENPS-CORT,HGNC:3583,FANCB,,,,,1.0
HGNC:38843,CENPS-CORT,HGNC:20748,FANCL,,,,,1.0
HGNC:3511,EXO1,HGNC:26144,PALB2,,,,,1.0
HGNC:3511,EXO1,HGNC:23168,FANCM,,,,,1.0
HGNC:3511,EXO1,HGNC:12829,XRCC2,,,,,1.0
HGNC:3511,EXO1,HGNC:3436,ERCC4,,,,,1.0
HGNC:3511,EXO1,HGNC:23845,SLX4,,,,,1.0
HGNC:3511,EXO1,HGNC:9820,RAD51C,,,,,1.0
HGNC:3511,EXO1,HGNC:3585,FANCD2,,,,,1.0
HGNC:3511,EXO1,HGNC:25568,FANCI,,,,,1.0
HGNC:3511,EXO1,HGNC:20473,BRIP1,,,,,1.0
HGNC:3511,EXO1,HGNC:25009,UBE2T,,,,,1.0
HGNC:12791,WRN,HGNC:23845,SLX4,,,,,1.0
HGNC:12791,WRN,HGNC:12829,XRCC2,,,,,1.0
HGNC:12791,WRN,HGNC:9817,RAD51,,,,,1.0
HGNC:12791,WRN,HGNC:3585,FANCD2,,,,,1.0
HGNC:12791,WRN,HGNC:23168,FANCM,,,,,1.0
HGNC:12791,WRN,HGNC:3436,ERCC4,,,,,1.0
HGNC:12791,WRN,HGNC:26144,PALB2,,,,,1.0
HGNC:12791,WRN,HGNC:20473,BRIP1,,,,,1.0
HGNC:12791,WRN,HGNC:1101,BRCA2,,,,,1.0
HGNC:12791,WRN,HGNC:9820,RAD51C,,,,,1.0
HGNC:11272,SPTA1,HGNC:3588,FANCG,,,,,1.0
HGNC:11272,SPTA1,HGNC:20473,BRIP1,,,,,1.0
HGNC:11272,SPTA1,HGNC:3436,ERCC4,,,,,1.0
HGNC:11272,SPTA1,HGNC:3582,FANCA,,,,,1.0
HGNC:11272,SPTA1,HGNC:3587,FANCF,,,,,1.0
HGNC:11272,SPTA1,HGNC:12829,XRCC2,,,,,1.0
HGNC:11272,SPTA1,HGNC:3585,FANCD2,,,,,1.0
HGNC:11272,SPTA1,HGNC:9817,RAD51,,,,,1.0
HGNC:11272,SPTA1,HGNC:3584,FANCC,,,,,1.0
HGNC:17748,DACT1,HGNC:23168,FANCM,,,0.3515151515151515,48.0,
HGNC:17748,DACT1,HGNC:9817,RAD51,,,0.358,44.0,
HGNC:17748,DACT1,HGNC:3588,FANCG,,,0.35390946502057613,47.0,
HGNC:17748,DACT1,HGNC:25009,UBE2T,,,0.36065573770491804,43.0,
HGNC:17748,DACT1,HGNC:9820,RAD51C,,,0.3430232558139535,54.0,
HGNC:17748,DACT1,HGNC:3587,FANCF,,,0.35684647302904565,45.0,
HGNC:9817,RAD51,HGNC:3587,FANCF,,,0.917989417989418,11.0,
HGNC:9817,RAD51,HGNC:25009,UBE2T,,,0.8943298969072165,17.0,
HGNC:9817,RAD51,HGNC:3588,FANCG,,,0.9083769633507853,15.0,
HGNC:9817,RAD51,HGNC:23168,FANCM,,,0.8829516539440203,23.0,
HGNC:9817,RAD51,HGNC:9820,RAD51C,,,0.8498789346246973,31.0,
HGNC:9817,RAD51,HGNC:26144,PALB2,,,0.7959183673469388,41.0,
HGNC:2860,DHCR7,HGNC:9817,RAD51,,,0.34782608695652173,50.0,
HGNC:2860,DHCR7,HGNC:25009,UBE2T,,,0.353968253968254,46.0,
HGNC:2860,DHCR7,HGNC:9820,RAD51C,,,0.3465648854961832,51.0,
HGNC:2860,DHCR7,HGNC:3587,FANCF,,,0.34235668789808915,55.0,
HGNC:2860,DHCR7,HGNC:3588,FANCG,,,0.3401898734177215,59.0,
HGNC:18869,GGN,HGNC:3587,FANCF,0.5609756097560976,81.0,,,
HGNC:18869,GGN,HGNC:3583,FANCB,0.5609756097560976,81.0,,,
HGNC:18869,GGN,HGNC:3586,FANCE,0.5121951219512195,112.0,,,
HGNC:18869,GGN,HGNC:3588,FANCG,0.5652173913043478,78.0,,,
HGNC:25021,ASTE1,HGNC:3583,FANCB,0.7931034482758621,13.0,,,
HGNC:25021,ASTE1,HGNC:3587,FANCF,0.7931034482758621,13.0,,,
HGNC:25021,ASTE1,HGNC:3586,FANCE,0.7241379310344828,28.0,,,
HGNC:31792,BOD1L1,HGNC:3586,FANCE,0.5675675675675675,75.0,,,
HGNC:31792,BOD1L1,HGNC:3583,FANCB,0.5384615384615384,91.0,,,
HGNC:31792,BOD1L1,HGNC:3587,FANCF,0.5384615384615384,91.0,,,
HGNC:23789,CINP,HGNC:3583,FANCB,0.6052631578947368,56.0,,,
HGNC:23789,CINP,HGNC:3587,FANCF,0.6052631578947368,56.0,,,
HGNC:23789,CINP,HGNC:3586,FANCE,0.5526315789473685,87.0,,,
HGNC:22223,EEPD1,HGNC:3587,FANCF,0.7857142857142857,15.0,,,
HGNC:22223,EEPD1,HGNC:3586,FANCE,0.7777777777777778,19.0,,,
HGNC:22223,EEPD1,HGNC:3583,FANCB,0.7857142857142857,15.0,,,
HGNC:32961,EID3,HGNC:3587,FANCF,0.68,40.0,,,
HGNC:32961,EID3,HGNC:3583,FANCB,0.68,40.0,,,
HGNC:32961,EID3,HGNC:3586,FANCE,0.6,59.0,,,
HGNC:28467,FAAP24,HGNC:3586,FANCE,0.7586206896551724,21.0,,,
HGNC:28467,FAAP24,HGNC:3587,FANCF,0.8275862068965517,11.0,,,
HGNC:28467,FAAP24,HGNC:3583,FANCB,0.8275862068965517,11.0,,,
HGNC:25959,GIN1,HGNC:3587,FANCF,0.5714285714285714,71.0,,,
HGNC:25959,GIN1,HGNC:3586,FANCE,0.5555555555555556,84.0,,,
HGNC:25959,GIN1,HGNC:3583,FANCB,0.5714285714285714,71.0,,,
HGNC:24994,INIP,HGNC:3583,FANCB,0.8518518518518519,9.0,,,
HGNC:24994,INIP,HGNC:3587,FANCF,0.8518518518518519,9.0,,,
HGNC:24994,INIP,HGNC:3586,FANCE,0.7777777777777778,19.0,,,
HGNC:29201,ISY1,HGNC:3586,FANCE,0.5384615384615384,91.0,,,
HGNC:29201,ISY1,HGNC:3587,FANCF,0.5897435897435898,65.0,,,
HGNC:29201,ISY1,HGNC:3583,FANCB,0.5897435897435898,65.0,,,
HGNC:25935,NSMCE4A,HGNC:3583,FANCB,0.6111111111111112,53.0,,,
HGNC:25935,NSMCE4A,HGNC:3587,FANCF,0.6111111111111112,53.0,,,
HGNC:25935,NSMCE4A,HGNC:3586,FANCE,0.5555555555555556,84.0,,,
HGNC:20165,NYNRIN,HGNC:3583,FANCB,0.5714285714285714,71.0,,,
HGNC:20165,NYNRIN,HGNC:3587,FANCF,0.5714285714285714,71.0,,,
HGNC:20165,NYNRIN,HGNC:3586,FANCE,0.5555555555555556,84.0,,,
HGNC:27849,PAXX,HGNC:3583,FANCB,0.696969696969697,36.0,,,
HGNC:27849,PAXX,HGNC:3586,FANCE,0.6363636363636364,47.0,,,
HGNC:27849,PAXX,HGNC:3587,FANCF,0.696969696969697,36.0,,,
HGNC:29641,PWWP3A,HGNC:3583,FANCB,0.71875,32.0,,,
HGNC:29641,PWWP3A,HGNC:3587,FANCF,0.71875,32.0,,,
HGNC:29641,PWWP3A,HGNC:3586,FANCE,0.65625,45.0,,,
HGNC:31412,SWI5,HGNC:3586,FANCE,0.6,59.0,,,
HGNC:31412,SWI5,HGNC:3583,FANCB,0.6571428571428571,43.0,,,
HGNC:31412,SWI5,HGNC:3587,FANCF,0.6571428571428571,43.0,,,
HGNC:12307,TRIP13,HGNC:9817,RAD51,,,0.3489795918367347,49.0,
HGNC:12307,TRIP13,HGNC:3587,FANCF,,,0.34460887949260044,52.0,
HGNC:12307,TRIP13,HGNC:3588,FANCG,,,0.3445378151260504,53.0,
HGNC:26993,ZSWIM7,HGNC:3587,FANCF,0.6216216216216216,51.0,,,
HGNC:26993,ZSWIM7,HGNC:3586,FANCE,0.5675675675675675,75.0,,,
HGNC:26993,ZSWIM7,HGNC:3583,FANCB,0.6216216216216216,51.0,,,
HGNC:15875,AP5S1,HGNC:3587,FANCF,0.5227272727272727,101.0,,,
HGNC:15875,AP5S1,HGNC:3583,FANCB,0.5227272727272727,101.0,,,
HGNC:22197,AP5Z1,HGNC:3587,FANCF,0.5227272727272727,101.0,,,
HGNC:22197,AP5Z1,HGNC:3583,FANCB,0.5227272727272727,101.0,,,
HGNC:21475,MMS22L,HGNC:3587,FANCF,0.5348837209302325,96.0,,,
HGNC:21475,MMS22L,HGNC:3583,FANCB,0.5348837209302325,96.0,,,
HGNC:20155,RBM23,HGNC:3587,FANCF,0.5172413793103449,107.0,,,
HGNC:20155,RBM23,HGNC:3583,FANCB,0.5172413793103449,107.0,,,
HGNC:24660,REXO1L1P,HGNC:3583,FANCB,0.5357142857142857,94.0,,,
HGNC:24660,REXO1L1P,HGNC:3587,FANCF,0.5357142857142857,94.0,,,
HGNC:26638,SWSAP1,HGNC:3587,FANCF,0.5227272727272727,101.0,,,
HGNC:26638,SWSAP1,HGNC:3583,FANCB,0.5227272727272727,101.0,,,
HGNC:18884,TDP1,HGNC:3583,FANCB,0.5348837209302325,96.0,,,
HGNC:18884,TDP1,HGNC:3587,FANCF,0.5348837209302325,96.0,,,
HGNC:29304,UVSSA,HGNC:3587,FANCF,0.5111111111111111,114.0,,,
HGNC:29304,UVSSA,HGNC:3583,FANCB,0.5111111111111111,114.0,,,
HGNC:1149,BUB1B,HGNC:9817,RAD51,,,0.34022556390977443,58.0,
HGNC:14002,CDK2AP1,HGNC:25568,FANCI,0.5168539325842697,111.0,,,
HGNC:11422,CENPX,HGNC:23168,FANCM,0.5888888888888889,67.0,,,
HGNC:18184,DCUN1D1,HGNC:25568,FANCI,0.5882352941176471,68.0,,,
HGNC:4868,HERC2,HGNC:20748,FANCL,0.5824175824175825,70.0,,,
HGNC:13574,MAGEC2,HGNC:25568,FANCI,0.5057471264367817,122.0,,,
HGNC:7677,NSMCE3,HGNC:25568,FANCI,0.6222222222222222,50.0,,,
HGNC:9822,RAD51B,HGNC:9820,RAD51C,0.7115384615384616,34.0,,,
HGNC:9823,RAD51D,HGNC:9820,RAD51C,0.54375,90.0,,,
HGNC:17228,RAD54B,HGNC:23168,FANCM,0.5066666666666667,120.0,,,
HGNC:9905,RBM8A,HGNC:3588,FANCG,,,0.3405088062622309,57.0,
HGNC:9950,RECQL5,HGNC:9817,RAD51,0.5080645161290323,118.0,,,
HGNC:27752,RNF180,HGNC:25568,FANCI,0.5675675675675675,75.0,,,
HGNC:10402,RPS19,HGNC:25009,UBE2T,,,0.34065934065934067,56.0,
HGNC:15888,RTEL1,HGNC:9817,RAD51,0.5102880658436214,116.0,,,
HGNC:19336,SHPRH,HGNC:25009,UBE2T,0.5588235294117647,83.0,,,
HGNC:20922,SLX1A,HGNC:23845,SLX4,0.782312925170068,18.0,,,
HGNC:25356,SPRTN,HGNC:25568,FANCI,0.6593406593406593,42.0,,,
HGNC:11407,STK31,HGNC:25009,UBE2T,0.5063291139240507,121.0,,,
HGNC:12469,UBA1,HGNC:25009,UBE2T,0.5466666666666666,89.0,,,
HGNC:21647,UBE2D4,HGNC:25009,UBE2T,0.7101449275362319,35.0,,,
HGNC:12479,UBE2E3,HGNC:25009,UBE2T,0.6027397260273972,58.0,,,
HGNC:12480,UBE2F,HGNC:25009,UBE2T,0.5342465753424658,100.0,,,
HGNC:12482,UBE2G1,HGNC:25009,UBE2T,0.6233766233766234,49.0,,,
HGNC:12484,UBE2H,HGNC:25009,UBE2T,0.5119047619047619,113.0,,,
HGNC:19248,UBE2Q2,HGNC:25009,UBE2T,0.5942028985507246,64.0,,,
HGNC:37269,UBE2QL1,HGNC:25009,UBE2T,0.6086956521739131,55.0,,,
HGNC:19907,UBE2R2,HGNC:25009,UBE2T,0.6521739130434783,46.0,,,
HGNC:25616,UBE2W,HGNC:25009,UBE2T,0.6344086021505376,48.0,,,
HGNC:17777,UBOX5,HGNC:20748,FANCL,0.5079365079365079,119.0,,,
HGNC:30949,ZFP42,HGNC:3582,FANCA,0.5095541401273885,117.0,,,
,M0R2N6,HGNC:3583,FANCB,0.7333333333333333,22.0,,,
,E9PQ18,HGNC:3583,FANCB,0.7333333333333333,22.0,,,
,Q6ZNB5,HGNC:3583,FANCB,0.7333333333333333,22.0,,,
,Q6ZNB5,HGNC:3587,FANCF,0.7333333333333333,22.0,,,
,M0R2N6,HGNC:3587,FANCF,0.7333333333333333,22.0,,,
,E9PQ18,HGNC:3587,FANCF,0.7333333333333333,22.0,,,
,M0R2N6,HGNC:3586,FANCE,0.7241379310344828,28.0,,,
,Q6ZNB5,HGNC:3586,FANCE,0.7241379310344828,28.0,,,
,E9PQ18,HGNC:3586,FANCE,0.7241379310344828,28.0,,,
,SIX6OS1,HGNC:3585,FANCD2,0.5051546391752577,123.0,,,
